key,CHANGE_DATE,de,en,ru,tr,ar,fr,fa,nl,pl,it,es,sp - nicht berücksichtigen,pt,uk,ka (georgisch)
DIARY.WELLBEING.WELLBEING_CHILD.ANALYSIS.HINT.0.TEXT,,"Wenn sich {{name}} nicht wohl fühlt, sollten Sie ärztlichen Rat einholen.","If {{name}} does not feel well, you should seek medical advice.","Если {{name}} чувствует себя нехорошо, проконсультируйтесь со своим врачом.","{{name}} kendini iyi hissetmiyorsa, doktorunuza danışın.",إذا {{name}} لا تشعر بالراحة، ويجب عليك طلب المشورة الطبية.,"Si {{name}} ne se sent pas bien, veuillez consulter un médecin.",اگر {{name}} احساس خوبی ندارد، بهتر است با پزشک خود مشورت کنید.,"Als {{name}} zich niet goed voelt, moet u een arts raadplegen.","Jeśli {{name}} nie czuje się dobrze, powinieneś zasięgnąć porady lekarza.","Se {{name}} non si sente bene, bisogna raggiungere un medico.","Si {{name}} no se siente bien, debe consultar a un médico.","Si {{name}} no se siente bien, debe consultar a un médico.","Se {{name}} não estiver se sentindo bem, você deverá consultar um médico.","Якщо {{name}} почувається погано, проконсультуйтеся зі своїм лікарем.","თუ {{name}} თავს კარგად არ გრძნობს, უნდა მიმართოთ ექიმს."
DIARY.WELLBEING.MEASUREMENTS_DATE-WELLBEING-CHILD.QUESTION,,Auf welchen Zeitpunkt beziehen sich Ihre Angaben?,To which time does your information refer?,К какому времени относится Ваша информация?,Bu gözlemleriniz ne zamana dair?,لماذا الآن تشير البيانات الخاصة بك؟,À quel moment vos informations se rapportent-elles ?,این اطلاعات شما مربوط به چه زمانی است؟,Naar welk tijdstip verwijzen uw verklaringen?,Jakiego momentu dotyczą obserwacje?,A quale punto del tempo si riferiscono i Suoi dati?,¿A qué hora se refiere su información?,¿A qué hora se refiere su información?,A que horas se referem suas informações?,До якого часу стосується Ваша інформація?,რომელ დროს ეხება თქვენი ინფორმაცია?
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
,5/25/2024,,,,,,,,,,,,,,,
DIARY.TEMPERATURE.TITLE,,Temperatur,Temperature,Температура,Ateş,درجة الحرارة,Température,دما,Temperatuur,Temperatura,temperatura,Temperatura,Temperatura,Temperatura,Температура,ტემპერატურა
DIARY.TEMPERATURE.TEMPERATURE_EXTREMITIES.QUESTION,,Hat {{pp}} im Vergleich zur Stirn …,Does {{name}} have compared to the forehead …,Имеет {{name}} по сравнению со лбом …,Alnına kıyasla {{name}} nin var …,و{{pp}} ص مقارنة مع نهاية ...,A {{pp}} comparé au front ...,در مقایسه با پیشانی {{name}} ....,Heeft {{pp}} vergeleken met het voorhoofd ....,Ma {{pp}} w porównaniu do czoła ....,in confronto alla fronte ((pp)) ha...,¿En comparación con la frente {{name}} tiene...,¿En comparación con la frente {{name}} tiene...,Em compração com a testa {{name}} tem…,У {{name}} порівняно з чолом …,აქვს თუ არა {{name}} შუბლთან შედარებით…
DIARY.TEMPERATURE.TEMPERATURE_EXTREMITIES.DISPLAY,,Extremitäten: {{value}},Limbs: {{value}},Конечности: {{value}},Kol ve ayaklar: {{value}},الأطراف: {{value}},Extrémités: {{value}},اندام ها: {{value}},Extremiteiten: {{Waarde}},Kończyny: {{value}},arti: {{value}} ,Extremidades: {{value}},Extremidades: {{value}},Extremidades: {{value}},Кінцівки: {{value}},კიდურები: {{value}}
DIARY.TEMPERATURE.TEMPERATURE_EXTREMITIES.INFO,,"<p>Bevor Sie Fieber messen, versuchen Sie {{name}} mit Ihren Händen liebevoll wahrzunehmen und abzuschätzen, ob {{pp}} Fieber hat und ob die Körpertemperatur sich im Anstieg befindet. Dies tun Sie, indem Sie die Stirn sowie die Hände und Füße berühren.</p>","<p>Before you take your child's temperature, try to lovingly touch {{name}} with your hands and estimate whether {{pp}} has a fever and whether the body temperature is rising. You can do this by touching both the forehead and the hands/feet.</p>","<p>Прежде, чем Вы замерите температуру, попытайтесь  почувствовать,  поднимается ли у {{name}} температура. Лучше всего сделать это, касаясь лба, а также рук и ног.</p>","<p> Çocuğunuzun ateşini ölçmeden önce, ellerinizle {{name}} 'e sevgiyle dokunmaya çalışın ve {{pp}} ateşinin olup olmadığını ve vücut ısısının yükselmekte olup olmadığını tahmin edin. Bunu hem alnına hem de ellerine/ayaklarına dokunarak yapabilirsiniz. </p>",<P> وقبل أن قياس درجة الحرارة، حاول {{name}} تصور بمحبة بيديك وتقدير ما إذا كانت {{pp}} الحمى وإذا كانت درجة حرارة الجسم في الارتفاع. يمكنك القيام بذلك عن طريق لمس الجبين واليدين والقدمين. </P>,"<p>Avant de mesurer la fièvre, essayez d’évaluer délicatement avec vos mains, si {{name}} a de la {{pp}} fièvre et si la température est en cours d'augmentation. Vous pouvez estimer la températute en touchant le front ainsi que les mains et les pieds.</p>.",<p> قبل از این که دمای کودک خود را بگیرید، سعی کنید به آرامی {{name}} را با دستان خود لمس کنید و تخمین بزنید که آیا {{pp}} تب دارد یا دمای بدن در حال افزایش است. این کار را می توانید با لمس پیشانی و دست/پا انجام دهید. </ p>,"<p>Voordat u koorts opneemt, probeer {{name}} liefdevol met uw handen aan te raken en beoordeel of {{pp}} {{pp}} koorts heeft en of de lichaamstemperatuur stijgt. Doe dit door zowel het voorhoofd als de handen en voeten aan te raken.</p>","<p>Przed zmierzeniem temperatury spróbuj położyć na dziecku swoje dłonie i ocenić, czy {{pp}} ma gorączkę i czy temperatura ciała wzrasta. Zrób to dotykając czoła, a także dłoni i stóp dziecka.</p>","<p>Prima di prendere la febbre, provi a percepire {{name}}  amorevolmente con le Sua mani e valuti se {{pp}} {{pp}} ha la febbre e se la temperatura corporea sta aumentando. Lo faccia toccando la fronte, le mani e i piedi.</p>","<p>Antes de tomarle la temperatura a su hijo, intente tocar con cariño a {{name}} con las manos y calcule si {{pp}} tiene fiebre y si la temperatura corporal está aumentando. Puede hacerlo tocando tanto la frente como las manos o los pies.</p>","<p>Antes de tomarle la temperatura a su hijo, intente tocar con cariño a {{name}} con las manos y calcule si {{pp}} tiene fiebre y si la temperatura corporal está aumentando. Puede hacerlo tocando tanto la frente como las manos o los pies.</p>","<p>Antes de medir a temperatura do seu filho, tente tocar suavemente {{name}} com as mãos e avaliar se {{pp}} está com febre e se a temperatura corporal está aumentando. Você pode fazer isso tocando sua testa, mãos ou pés . </p>","<p>Перед тим, як Ви заміряєте температуру, спробуйте відчути, чи піднімається у {{name}} температура. Найкраще зробити це, торкаючись чола, а також рук та ніг.</p>","<p>სანამ ბავშვის ტემპერატურას გაზომავთ, შეეცადეთ სიყვარულით შეეხოთ ხელებით {{name}}-ს და შეაფასოთ აქვს თუ არა {{pp}} სიცხე და იმატებს თუ არა სხეულის ტემპერატურა. ამის გაკეთება შეგიძლიათ შუბლზე და კიდურებზე შეხებით.</p>"
DIARY.TEMPERATURE.TEMPERATURE_EXTREMITIES.OPTION.1.LABEL,,gleich warme oder wärmere Hände und/oder gleich warme oder wärmere Füße?,equally warm or warmer hands and/or equally warm or warmer feet?,oдинаково теплые или более теплые руки и/или одинаково теплые или более теплые ноги?,eşit derecede sıcak veya daha sıcak eller ve/veya eşit derecede sıcak veya daha sıcak ayaklar?,نفس الحارة أو الدافئة اليدين و / أو يساوي تدفئة أو قدم أكثر دفئا؟,des mains aussi chaudes ou plus chaudes et/ou des pieds aussi chauds ou plus chauds ?,به همان اندازه دست ها و یا پاها ی گرم یا گرمتر دارد.,even warme of warmere handen en/of even warme of warmere voeten?,równie ciepłe lub cieplejsze dłonie i/lub równie ciepłe lub cieplejsze stopy?,mani più caldi o ugualmente caldi e/o piedi più caldi o ugualmente caldi,¿manos igual de calientes o más calientes y/o pies igual de calientes o más calientes?,manos igualmente calientes o más calientes y/o pies igualmente calientes o más calientes?,mãos igualmente quentes ou mais quentes e/ou pés igualmente quentes ou mais quentes?,однаково теплі чи тепліші руки та/або однаково теплі чи тепліші ноги?,თანაბრად და მეტად თბილი ხელები და/ან თანაბრად ან მეტად თბილი  ფეხები?
DIARY.TEMPERATURE.TEMPERATURE_EXTREMITIES.OPTION.1.DISPLAYLABEL,,gleich warme oder wärmere Hände und/oder gleich warme oder wärmere Füße?,equally warm or warmer hands and/or equally warm or warmer feet?,одинаково теплые или более теплые руки и/или одинаково теплые или более теплые ноги?,eşit derecede sıcak veya daha sıcak eller ve/veya eşit derecede sıcak veya daha sıcak ayaklar?,نفس الحارة أو الدافئة اليدين و / أو يساوي تدفئة أو قدم أكثر دفئا؟,des mains aussi chaudes ou plus chaudes et/ou des pieds aussi chauds ou plus chauds ?,به همان اندازه دست ها و یا پاهای گرم یا گرمتر دارد.,even warme of warmere handen en/of even warme of warmere voeten?,równie ciepłe lub cieplejsze dłonie i/lub równie ciepłe lub cieplejsze stopy?,mani più caldi o ugualmente caldi e/o piedi più caldi o ugualmente caldi,¿manos igual de calientes o más calientes y/o pies igual de calientes o más calientes?,manos igualmente calientes o más calientes y/o pies igualmente calientes o más calientes?,mãos igualmente quentes ou mais quentes e/ou pés igualmente quentes ou mais quentes?,однаково теплі чи тепліші руки та/або однаково теплі чи тепліші ноги?,თანაბრად და მეტად თბილი ხელები და/ან თანაბრადან მეტად თბილი  ფეხები?
